»ç¾÷Àå¸í,Æó¾÷ÀÏÀÚ,ÁÂÇ¥X,ÁÂÇ¥Y,µ¥ÀÌÅÍ°»½Å½ÃÁ¡,µ¥ÀÌÅÍ°»½Å±¸ºÐ,»ó¼¼¿µ¾÷»óÅÂÄÚµå,»ó¼¼¿µ¾÷»óÅÂ¸í,ÃÖÁ¾¼öÁ¤½ÃÁ¡,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÀÎÇã°¡ÀÏÀÚ,¼ÒÀçÁö¿ìÆí¹øÈ£,Áö¹øÁÖ¼Ò,°ü¸®¹øÈ£,°³¹æÀÚÄ¡´ÜÃ¼ÄÚµå,µµ·Î¸íÁÖ¼Ò,µµ·Î¸í¿ìÆí¹øÈ£,¿µ¾÷»óÅÂ±¸ºÐÄÚµå,¿µ¾÷»óÅÂ¸í,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,¼ÒÀçÁöÀüÈ­¹øÈ£,ÃÑ±Ô¸ð
¿¡½º¿øÅë»ó,2019-08-20,201596.76731411,452141.456188785,2026-04-26 22:32:21,I,03,Æó¾÷,2019-08-28 11:12:37,,2017-03-06,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎµ¿ ***¹øÁö **È£,PHMG120173000034047000017,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³­°è·Î**±æ **, *Ãþ (¼þÀÎµ¿)",03117,03,Æó¾÷,,,02-927-9150,
(ÁÖ)´õ¿Ã¾ÆÀÌÆ¼,,197301.12614106,451816.038182067,2026-04-26 22:32:35,I,13,¿µ¾÷Áß,2024-11-14 17:42:13,,2024-11-14,,,PHMG120243000034047000051,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »õ¹®¾È·Î  **-* , ÇÇ¾î¼±ºôµù ***È£",03184,01,¿µ¾÷/Á¤»ó,,,02-722-9948,
·Ôµ¥¾¾ºêÀÌ¿¡½º711 ÁÖ½ÄÈ¸»ç °æÈñ±ÃÁ¡,2024-04-04,197465.223921125,452366.613899898,2026-04-26 22:32:31,I,03,Æó¾÷,2024-04-04 18:32:03,,2022-06-02,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ³»¼öµ¿ ** °æÈñ±ÃÀÇ¾ÆÄ§ *´ÜÁö,PHMG120223000034047000109,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »çÁ÷·Î*±æ **, °æÈñ±ÃÀÇ¾ÆÄ§ *´ÜÁö Áö»ó*Ãþ ***,***,***È£ (³»¼öµ¿)",03174,03,Æó¾÷,,,,
½Ã´ëº¸Ã»±â,2009-07-06,,,2026-04-26 22:32:00,I,03,Æó¾÷,2009-11-18 11:04:11,,2004-07-22,110-122,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ **-*  ºÎºÀºôµù *Ãþ,PHMG120043000034047000018,3000000,,,03,Æó¾÷,,,02-737-5014,
º»¸Þµñ(bonmedic),2023-03-31,206716.261686744,455040.262221163,2026-04-26 22:32:19,I,03,Æó¾÷,2023-03-31 14:20:45,,2017-02-06,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***¹øÁö **È£ ÁöÇÏ*Ãþ ***È£,PHMG120173060034047000005,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ Áß¶û¿ª·Î **-*, ÁöÇÏ*Ãþ ***È£ (ÁßÈ­µ¿)",02107,03,Æó¾÷,,,,
(ÁÖ)¿£ºñ¿¥,2016-05-31,201850.462764525,452407.508781009,2026-04-26 22:32:10,I,03,Æó¾÷,2016-05-31 15:11:18,,2011-01-11,110-825,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎ*µ¿ ***¹øÁö **È£ °è¸íºôµù ***È£,PHMG120113000034047000004,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î**±æ ** (¼þÀÎµ¿,°è¸íºôµù ***È£)",,03,Æó¾÷,,,02-2234-5007,
GS25 °èµ¿Áß¾ÓÁ¡,,198743.166772387,453082.574897286,2026-04-26 22:32:27,I,13,¿µ¾÷Áß,2021-07-28 08:59:14,,2021-07-27,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °èµ¿ ** *Ãþ,PHMG120213000034047000100,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °èµ¿±æ **, *Ãþ (°èµ¿)",03056,01,¿µ¾÷/Á¤»ó,,,02-743-3827,
´õ¶óÀÎ,,207605.485001079,453896.623253474,2026-04-26 22:32:27,I,13,¿µ¾÷Áß,2022-02-17 09:51:35,,2022-02-14,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-* ÇÏÀÌ¿øÆÓ¸®½º,PHMG120223060034047000062,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î**±æ **-*, ***µ¿ *Ãþ ***È£ (¸é¸ñµ¿, ÇÏÀÌ¿øÆÓ¸®½º)",02219,01,¿µ¾÷/Á¤»ó,,,,
(ÁÖ)ÄÚ¸®¾Æ¼¼ºì ¸é¸ñ¿¥ºñ½ºÁ¡,2019-10-17,208184.075996876,454101.897401392,2026-04-26 22:32:17,I,03,Æó¾÷,2019-10-17 17:05:05,,2015-08-10,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ **¹øÁö **È£,PHMG120153060034047000062,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ·Î **, *Ãþ (¸é¸ñµ¿)",02199,03,Æó¾÷,,,02-434-7039,
¾¾À¯ Á¾·Î°æÈñ±ÃÁ¡,2019-05-29,197469.959024858,452033.989111749,2026-04-26 22:32:17,I,03,Æó¾÷,2019-07-05 09:59:28,,2014-11-14,110-061,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ½Å¹®·Î*°¡ **¹øÁö **È£,PHMG120143000034047000094,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °æÈñ±Ã±æ * (½Å¹®·Î*°¡),03175,03,Æó¾÷,,,070-7765-6473,
¾¾À¯ ¸é¸ñÁß¾ÓÁ¡,2016-12-28,207785.947100521,453578.883999095,2026-04-26 22:32:18,I,03,Æó¾÷,2016-12-28 17:37:48,,2016-06-22,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿,PHMG120163060034047000036,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î**°¡±æ * (¸é¸ñµ¿),02209,03,Æó¾÷,,,,
Å°¿ò¿¡ÇÁ¿¡½º ÁÖ½ÄÈ¸»ç,2025-10-29,209131.36954711,455161.968109934,2026-04-26 22:32:33,I,03,Æó¾÷,2025-10-29 15:43:00,,2024-01-29,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***-**,PHMG120243060034047000007,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î**±æ **, *Ãþ *È£ (¸Á¿ìµ¿)",02179,03,Æó¾÷,,,070-4580-4648,
Áö¿¡½º25(GS25) ¸é¸ñ°ø¿øÁ¡,,206481.025807683,454377.299349687,2026-04-26 22:32:32,I,13,¿µ¾÷Áß,2022-11-30 09:52:12,,2022-11-30,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-** ¿ìÀÏ¼öÆÛ,PHMG120223060034047000222,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ Áß¶ûÃµ·Î**±æ **, ¿ìÀÏ¼öÆÛ *Ãþ (¸é¸ñµ¿)",02126,01,¿µ¾÷/Á¤»ó,,,,102.16
(ÁÖ)¾Ë¿¢½º,,207615.350708804,455644.859794331,2026-04-26 22:32:16,I,15,ÀüÃâ,2016-11-14 11:34:50,,2015-05-22,131-221,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***¹øÁö *È£ ÁöÃþ  ***È£È£,PHMG120153060034047000049,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î ***, ÁöÃþ ***È£ (»óºÀµ¿)",02048,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,02-461-1986,
½Å¼ºÀÌÈ­ÇÐ»ó»ç,2024-08-30,199134.259231309,452663.94745176,2026-04-26 22:32:26,I,03,Æó¾÷,2024-09-06 16:13:45,,2020-06-26,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿Í·æµ¿ ** *Ãþ,PHMG120203000034047000049,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ À²°î·Î**±æ **, *Ãþ (¿Í·æµ¿)",03134,03,Æó¾÷,,,02-743-8387,
GS25 ÆòÃ¢¹®È­·ÎÁ¡,2024-06-11,197865.966333333,456429.344666667,2026-04-26 22:32:32,I,03,Æó¾÷,2024-06-11 14:28:35,,2022-07-18,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÆòÃ¢µ¿ ***-* ¾È¼ººôµù *Ãþ,PHMG120223000034047000147,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÆòÃ¢¹®È­·Î ***, ¾È¼ººôµù *Ãþ (ÆòÃ¢µ¿)",03010,03,Æó¾÷,,,02-396-8002,
ÁÖ½ÄÈ¸»ç ¿¤¾Ø¾¾¹ÙÀÌ¿À,2025-11-17,198150.300374121,452019.212642931,2026-04-26 22:32:14,I,03,Æó¾÷,2025-11-24 15:10:00,,2012-04-30,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ **¹øÁö ¸£¸ÞÀÌ¿¡¸£Á¾·ÎÅ¸¿î ***È£,PHMG120123000034047000023,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î **, ¸£¸ÞÀÌ¿¡¸£Á¾·ÎÅ¸¿î ***È£ (Á¾·Î*°¡)",03157,03,Æó¾÷,,,02-3472-0370,
¿Ã¸¶ÀÌÆ¼,,208198.85960983,455525.574964606,2026-04-26 22:32:18,I,13,¿µ¾÷Áß,2016-10-12 15:22:50,,2016-10-12,,,PHMG120163060034047000061,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î*°¡±æ  **-* , µ¿ºÎ¾ÆÆÄÆ® ***µ¿ ****È£",02079,01,¿µ¾÷/Á¤»ó,,,02-2140-0589,
ÁÖ½ÄÈ¸»ç ºí¶ó¿ìÁ¦Æ®,2021-07-15,207106.851857011,457150.305157685,2026-04-26 22:32:23,I,03,Æó¾÷,2021-07-16 13:09:13,,2019-03-25,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ **¹øÁö **È£ ºÀÈ­ºôµù ***È£,PHMG120193060034047000015,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °ø¸ª·Î**³ª±æ **, ***È£ (¹¬µ¿, ºÀÈ­ºôµù)",02031,03,Æó¾÷,,,,
¢ßÃµ¾ç»çÀÇ·á°úÇÐ,,199662.445551116,452313.713241533,2026-04-26 22:32:00,I,13,¿µ¾÷Áß,2023-10-27 17:24:59,,2004-06-04,110-410,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÎÀÇµ¿ **¹øÁö ÀÎÃ¢ºôµù *Ãþ,PHMG120043000034047000015,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ¿¼ø¶ó±æ **-*, *Ãþ (ÀÎÀÇµ¿, ÀÎÃ¢ºôµù)",03137,01,¿µ¾÷/Á¤»ó,,,02-764-2674,
»õÇÑ¸ÞµðÅØ¢ß,2007-06-12,206736.694527063,455264.481108694,2026-04-26 22:31:58,I,03,Æó¾÷,2009-07-24 14:04:56,,2005-09-07,131-883,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­*µ¿ ***¹øÁö **È£ *Ãþ,PHMG120053060034047000055,3060000,,,03,Æó¾÷,,,02-433-1407,
¸®Ä¡ÀÇ·á±â,2010-04-30,201253.807661498,452246.029400306,2026-04-26 22:32:06,I,03,Æó¾÷,2010-04-30 13:49:02,,2008-10-01,110-841,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Åµ¿ ***¹øÁö *È£ *Ãþ,PHMG120083000034047000041,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î *** (Ã¢½Åµ¿,*Ãþ)",,03,Æó¾÷,,,36769988,
ÁÖ½ÄÈ¸»ç ¾Æ¿öÈ¨ LX±¤È­¹®ºôµùÁ¡,,197413.260397461,451896.027279239,2026-04-26 22:32:32,I,13,¿µ¾÷Áß,2026-02-20 09:53:05,,2022-07-15,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ½Å¹®·Î*°¡ ** LX±¤È­¹®ºôµù,PHMG120223000034047000143,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »õ¹®¾È·Î **, LX±¤È­¹®ºôµù ÁöÇÏ*Ãþ B***-*È£ (½Å¹®·Î*°¡)",03184,01,¿µ¾÷/Á¤»ó,,,,
ÆÛ½ÃÇÈµ§Å»,2004-10-08,206921.807525085,455888.451631082,2026-04-26 22:31:56,I,03,Æó¾÷,2009-07-22 10:23:03,,2001-08-16,131-875,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­*µ¿ ***¹øÁö *È£,PHMG120013060034047000015,3060000,,,03,Æó¾÷,,,02-434-4528,22.05
¹Ì·¡º¸Ã»±â,2009-10-30,,,2026-04-26 22:32:06,I,03,Æó¾÷,2009-11-17 14:26:21,,2008-06-12,110-122,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ **-* °æ¿µºôµù ***È£,PHMG120083000034047000020,3000000,,,03,Æó¾÷,,,02-720-3555,
AK¸Þµñ½º,2021-08-31,206821.108967706,456096.359567266,2026-04-26 22:32:26,I,03,Æó¾÷,2021-09-01 10:13:34,,2021-08-26,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***-*,PHMG120213060034047000103,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***, °¡µ¿ *Ãþ C-**È£ (¹¬µ¿)",02010,03,Æó¾÷,,,,
(ÁÖ)¼¼Á¾Å¥»çÀÌ¾ð½º,2018-02-26,207990.479257211,457183.637796144,2026-04-26 22:32:19,I,03,Æó¾÷,2018-02-26 14:07:06,,2017-07-25,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ ***¹øÁö,PHMG120173060034047000038,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î *** (½Å³»µ¿, µð¾Æ¶ß°¶·¯¸®, ***È£)",02024,03,Æó¾÷,,,02-2291-4466,
·± ¹ÙÀÌ¿À,2023-10-23,208240.452107583,454707.016773975,2026-04-26 22:32:24,I,03,Æó¾÷,2023-10-23 15:17:51,,2016-04-05,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***-** µ¿¿õºôµù,PHMG120203060034047000011,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀ¿ìÀç·Î ***, µ¿¿õºôµù ***È£ (¸Á¿ìµ¿)",02170,03,Æó¾÷,,,031-657-7683,84
¾¾À¯ ±¤È­¹®±¤ÀåÁ¡,2016-12-29,197826.356739032,452021.760313896,2026-04-26 22:32:19,I,03,Æó¾÷,2016-12-29 16:53:32,,2016-01-05,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ½Å¹®·Î*°¡ *¹øÁö *È£ *Ãþ,PHMG120163000034047000004,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »õ¹®¾È·Î ***-*, *Ãþ (½Å¹®·Î*°¡)",03183,03,Æó¾÷,,,02-722-2456,
ÁÖ½ÄÈ¸»ç Å¾¸ÞµðÄ®ÄÄÆÛ´Ï,2020-12-22,199421.182432802,451995.793870867,2026-04-26 22:32:16,I,03,Æó¾÷,2020-12-22 10:37:09,,2014-05-02,110-123,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ ***¹øÁö *Ãþ,PHMG120143000034047000024,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***, *Ãþ (Á¾·Î*°¡)",03193,03,Æó¾÷,,,02-2266-5320,
ÁÖ½ÄÈ¸»ç Èú¸µÆÄÅ©,,198150.300374121,452019.212642931,2026-04-26 22:32:33,I,13,¿µ¾÷Áß,2023-05-15 13:27:32,,2023-05-11,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ ** ¸£¸ÞÀÌ¿¡¸£Á¾·ÎÅ¸¿î* ***È£,PHMG120233000034047000027,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î **, ¸£¸ÞÀÌ¿¡¸£Á¾·ÎÅ¸¿î* *Ãþ ***È£ (Á¾·Î*°¡)",03157,01,¿µ¾÷/Á¤»ó,,,,
´ëÇÑ±¹º¸Ã»±â,2025-07-04,200143.482606513,452103.736852216,2026-04-26 22:32:14,I,03,Æó¾÷,2025-07-08 10:17:27,,2012-09-13,110-835,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ **¹øÁö *È£ *Ãþ,PHMG120123000034047000042,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***-*, *Ãþ (Á¾·Î*°¡)",03126,03,Æó¾÷,,,02-741-5268,
³»°¡º¸ÀÇ·á±â,2006-11-22,206775.172033553,455275.428384492,2026-04-26 22:31:58,I,03,Æó¾÷,2009-07-24 14:37:44,,2005-12-01,131-881,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­*µ¿ ***¹øÁö **È£ *Ãþ,PHMG120053060034047000069,3060000,,,03,Æó¾÷,,,,
±èÁ¤¹® ¾Ë·Î¿¡ ¸é¸ñÁ¡,2010-04-01,207719.910252035,453466.416715663,2026-04-26 22:31:56,I,03,Æó¾÷,2010-04-01 14:48:40,,2001-04-19,131-831,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ*.*µ¿ ***¹øÁö *È£ *Ãþ,PHMG120013060034047000003,3060000,,,03,Æó¾÷,,,02-437-1882,22.22
¿¡ÀÌÄ¡ÇÃ·¯½ºÄÉ¾î(H+Care),,201371.577535358,452527.230529916,2026-04-26 22:32:35,I,13,¿µ¾÷Áß,2025-03-18 15:07:08,,2025-03-18,,,PHMG120253000034047000016,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÁöºÀ·Î**°¡±æ **-*, ***È£ (¼þÀÎµ¿)",03113,01,¿µ¾÷/Á¤»ó,,,,
(ÁÖ)Áö¿¡½º¸®Å×ÀÏÁö¿¡½º25¼­¿ï´ëº´¿øÁ¡,2019-05-29,199824.095974723,452984.360451452,2026-04-26 22:32:24,I,03,Æó¾÷,2019-05-29 17:33:08,,2019-01-18,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿¬°Çµ¿ **¹øÁö **È£ ¼­¿ï´ëÇÐ±³º´¿ø´ëÇÑ¿Ü·¡ ÁöÇÏ*Ãþ *È£,PHMG120193000034047000003,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ´ëÇÐ·Î ***, ¼­¿ï´ëÇÐ±³º´¿ø´ëÇÑ¿Ü·¡ ÁöÇÏ*Ãþ *È£ (¿¬°Çµ¿)",03080,03,Æó¾÷,,,,
(ÁÖ)º¸·ÉÈ¦µù½º,2020-07-31,199749.709303956,452471.681673191,2026-04-26 22:32:01,I,03,Æó¾÷,2020-07-31 13:35:32,,2004-12-01,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿ø³²µ¿ **¹øÁö **È£ º¸·Éºôµù **Ãþ,PHMG120043000034047000032,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢°æ±Ã·Î ***, º¸·Éºôµù **Ãþ (¿ø³²µ¿)",03127,03,Æó¾÷,,,02-708-8222,
»çÀÓ´çÀÇ·á±â,2016-10-10,196475.522160107,455754.367286638,2026-04-26 22:32:19,I,15,ÀüÃâ,2016-10-11 09:15:12,,2015-10-07,,,PHMG120153000034047000088,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼¼°ËÁ¤·Î*±æ **, *Ãþ (½Å¿µµ¿)",03014,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,02-581-9131,
¾¾À¯ µ¿¼þ¾ÆÆ®,,200269.449015184,453429.418451976,2026-04-26 22:32:29,I,13,¿µ¾÷Áß,2022-02-21 18:21:21,,2022-02-17,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ¿¼þµ¿ **,PHMG120223000034047000064,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ¿¼þ±æ ***(µ¿¼þµ¿),03084,01,¿µ¾÷/Á¤»ó,,,,
¿ø¸Þµå,2015-02-06,207153.734556645,453845.940787298,2026-04-26 22:32:12,I,03,Æó¾÷,2015-02-06 14:39:03,,2013-05-14,131-821,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö *È£ µ¿¹æºôµù *Ãþ ***È£,PHMG120133060034047000035,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î ***, ***È£ (¸é¸ñµ¿)",,03,Æó¾÷,,,,
¾¾À¯¸Á¿ì¾¾³Ê½ººô,2016-12-29,208267.592391698,455042.983909137,2026-04-26 22:32:15,I,03,Æó¾÷,2016-12-29 17:50:32,,2014-11-05,131-233,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìµ¿ ***¹øÁö,PHMG120143060034047000088,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¿ë¸¶»ê·Î***±æ *** (¸Á¿ìµ¿),02163,03,Æó¾÷,,,02-492-0707,
Á¦ÀÏÀÇ·á±â,,199716.33793479,452685.639262724,2026-04-26 22:32:01,I,13,¿µ¾÷Áß,2017-11-16 14:34:32,,2005-04-25,110-450,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿ø³²µ¿ ***¹øÁö *È£ *Ãþ,PHMG120053000034047000003,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢°æ±Ã·Î ***, *Ãþ (¿ø³²µ¿)",03081,01,¿µ¾÷/Á¤»ó,,,02-745-8382,
ÈÞ¸Þµå ÁÖ½ÄÈ¸»ç,2015-12-28,199886.047854765,452569.474718211,2026-04-26 22:32:16,I,03,Æó¾÷,2015-12-28 17:23:02,,2014-10-27,110-738,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿¬Áöµ¿ *¹øÁö *È£ ¿©ÀüµµÈ¸°ü ****È£,PHMG120143000034047000043,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ À²°î·Î ***, ****È£ (¿¬Áöµ¿, ¿©ÀüµµÈ¸°ü)",03127,03,Æó¾÷,,,02-796-8111,
Çàº¹ÇÑ¼¼»óCT,2015-06-04,199769.96511678,453520.42735819,2026-04-26 22:32:17,I,03,Æó¾÷,2015-06-04 15:22:47,,2014-11-11,110-522,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¸í·û*°¡ ***¹øÁö,PHMG120143000034047000085,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼º±Õ°ü·Î **, ÁöÃþ B**È£ (¸í·û*°¡, À¯´ÏÁö¿Àºôµù)",,03,Æó¾÷,,,02-743-9820,
CUµ¿¹¦Åä¼ºÁ¡,,201432.311420646,452111.90290939,2026-04-26 22:32:28,I,13,¿µ¾÷Áß,2023-07-05 16:38:32,,2022-02-08,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎµ¿ ***-* ***È£,PHMG120223000034047000040,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÁöºÀ·Î*±æ **, *Ãþ ***È£ (¼þÀÎµ¿)",03114,01,¿µ¾÷/Á¤»ó,,,,
½ÅÁøÁ¾ÇÕ»ó»ç,2012-04-13,,,2026-04-26 22:32:13,I,03,Æó¾÷,2012-04-13 13:25:42,,2011-12-09,110-430,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Àå»çµ¿ ***¹øÁö ¼¼¿î»ó°¡ °¡¿­ ***,PHMG120113000034047000062,3000000,,,03,Æó¾÷,,,22727171,
½Ã¿¡½ºº£¸®¾Æ¢ß,,208162.252482295,454353.43026645,2026-04-26 22:31:56,I,13,¿µ¾÷Áß,2011-12-21 16:56:54,,1996-09-17,131-817,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñº»µ¿ **¹øÁö **È£ *ÃþÀÏºÎ,PHMG119963060034047000001,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ·Î ** (¸é¸ñµ¿),02158,01,¿µ¾÷/Á¤»ó,,,02-436-0826,45.12
ºòÅä¸® TEXTILE,2025-11-17,200389.95085055,451961.847134184,2026-04-26 22:32:28,I,24,Á÷±ÇÆó¾÷,2025-11-17 17:22:26,,2022-02-04,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ *** ·Î¾âºôµù ***È£,PHMG120223000034047000025,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»°èÃµ·Î ***, ·Î¾âºôµù ***È£ (Á¾·Î*°¡)",03197,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,,
¸¸¹°Á¾ÇÕÀ¯Åë,,207434.168406347,453896.413688862,2026-04-26 22:32:25,I,13,¿µ¾÷Áß,2021-08-27 11:34:23,,2021-04-29,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-**,PHMG120213060034047000032,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î**±æ **, *Ãþ (¸é¸ñµ¿)",02218,01,¿µ¾÷/Á¤»ó,,,,
Áêº£´º(ÁÖ),2023-04-20,207012.649715868,453863.55425566,2026-04-26 22:32:11,I,03,Æó¾÷,2023-04-20 08:54:46,,2016-05-09,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö **È£ ´öÃµºôµù *Ãþ,PHMG120123060034047000031,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***, *Ãþ (¸é¸ñµ¿, ´öÃµºôµù)",02140,03,Æó¾÷,,,070-7581-3821,
(ÁÖ)½É½ºÄÄÆÛ´Ï,2020-05-15,199289.140398032,451988.344564027,2026-04-26 22:32:25,I,03,Æó¾÷,2020-05-15 14:33:12,,2019-07-16,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ ***¹øÁö È÷¾î¸µºôµù(Hearing Building) *Ãþ ***È£,PHMG120193000034047000036,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***-*, È÷¾î¸µºôµù(Hearing Building) *Ãþ ***È£ (Á¾·Î*°¡)",03193,03,Æó¾÷,,,02-533-8034,
º£´©,2020-10-16,208206.648243379,453909.290830401,2026-04-26 22:32:24,I,03,Æó¾÷,2020-10-20 10:57:03,,2019-12-17,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ **¹øÁö **È£ *Ãþ,PHMG120193060034047000068,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î**³ª±æ **, *Ãþ (¸é¸ñµ¿)",02202,03,Æó¾÷,,,,
